,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,BuiltInChildSeat,Roll_Stability,SafetyPowerWindows,WheelsDriven
1195,4781,Compact Passenger Car,2562.0,N/A,N/A,1.37,FWD,P185/65R14,A,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Ae,FWD
1196,4782,Medium Passenger Car,3461.0,N/A,N/A,1.32,FWD,P205/60R16,S,S,A,S,A,SF,A,A,S,STS1,SC2/3,False,S,A,A,A,Se,FWD
1197,4783,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,Se,FWD
1198,4784,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,Se,FWD
1199,4786,Compact Passenger Car,2800.0,N/A,N/A,1.44,FWD,P195/65R15,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,AeAn,FWD
1200,4787,Heavy Passenger Car,4267.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1201,4788,Heavy Passenger Car,4240.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1202,4789,Sport Utility Vehicle,2878.0,N/A,N/A,1.17,FWD,P215/65R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
1203,4790,Compact Passenger Car,2522.0,N/A,N/A,1.35,FWD,P195/55R15,A,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Ae,FWD
1204,4791,Light Passenger Car,2449.0,N/A,N/A,1.34,FWD,P175/70R14,A,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Ae,FWD
1205,4792,Heavy Passenger Car,3843.0,N/A,N/A,1.42,FWD,P235/55R17,S,S,A,S,A,SF,A,A,S,STS2,SC2,False,S,A,A,A,SnSe,FWD
1206,4793,Compact Passenger Car,2878.0,N/A,N/A,1.42,FWD,P195/65R15,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,FWD
1207,4797,Heavy Passenger Car,4026.0,N/A,N/A,1.46,RWD,265/35R18,S,S,A,S,S,SF/SR,A,A,S,SPS1/STS1/OTS2,SC2,False,S,A,A,A,SnSe,4WD/2WD
1208,4800,Compact Passenger Car,2878.0,N/A,N/A,1.42,FWD,P195/65R15,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,FWD
1209,4801,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,Se,FWD
1210,4802,Heavy Passenger Car,3874.0,N/A,N/A,1.48,RWD,P235/50R18,S,S,A,S,A,SF,A,A,S,STS2,SC2,False,S,A,A,A,SnSe,RWD
1211,4803,Sport Utility Vehicle,3994.0,N/A,N/A,1.22,FWD,P235/60R18,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1212,4804,Sport Utility Vehicle,4320.0,N/A,N/A,1.23,FWD,P245/60R18,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1213,4805,Sport Utility Vehicle,4551.0,N/A,N/A,1.18,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,A,A,A,A,AnSe,RWD/AWD
1214,4810,Medium Passenger Car,3496.0,N/A,N/A,1.45,RWD,225/45R17,S,S,A,S,A,SF/SR,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1215,4816,Sport Utility Vehicle,4377.0,N/A,N/A,1.21,FWD,P235/55R19,S,S,A,S,A,SF/SR,A,A,S,STAPS1/STS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
1216,4817,Heavy Passenger Car,3657.0,N/A,N/A,1.33,FWD,P215/55R17,S,S,A,S,A,SF/SR,A,A,S,STS2,SC2,False,S,A,A,A,SnSe,FWD
1217,4818,Sport Utility Vehicle,4741.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC2/3,False,S,A,A,A,SnSe,RWD/AWD
1218,4819,Heavy Passenger Car,3529.0,N/A,N/A,1.4,FWD,P215/55R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1219,4820,Sport Utility Vehicle,4258.0,N/A,N/A,1.11,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1220,4821,Sport Utility Vehicle,4265.0,N/A,N/A,1.18,FWD,P245/55R19,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1221,4822,Sport Utility Vehicle,4265.0,N/A,N/A,1.18,FWD,P245/55R19,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1222,4824,Medium Passenger Car,3098.0,N/A,N/A,1.36,FWD,P215/45R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1223,4825,Sport Utility Vehicle,3521.0,N/A,N/A,1.2,FWD,P225/65R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1224,4826,Compact Passenger Car,2904.0,N/A,N/A,1.38,FWD,P215/45R17,A,A,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1225,4827,Compact Passenger Car,2650.0,N/A,N/A,1.27,FWD,P195/60R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD
1226,4828,Sport Utility Vehicle,5880.0,N/A,N/A,1.2,RWD,P275/65R18,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,RWD/AWD
1227,4829,Van,4163.0,N/A,N/A,1.25,FWD,P215/65R16,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1228,4830,Pickup,4485.0,N/A,N/A,1.16,RWD,P265/70R16,S,A,A,S,S,SF,A,A,S,STAPSc,SC2,False,A,A,A,A,Se,RWD/4WD
1229,4836,Sport Utility Vehicle,3501.0,N/A,N/A,1.22,FWD,P225/65R17,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,AWD/FWD
1230,4837,Van,3278.0,N/A,N/A,1.31,FWD,P195/65R15,A,A,O,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,N/A,FWD
1231,4838,Sport Utility Vehicle,3444.0,N/A,N/A,1.18,FWD,P215/70R16,S,S,A,S,S,SF,A,A,S,STAPSc,SC2,False,S,A,A,A,SeOn,FWD/AWD
1232,4839,Compact Passenger Car,2966.0,N/A,N/A,1.38,FWD,P205/55R16,O,A,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1233,4840,Pickup,5073.0,N/A,N/A,1.19,RWD,P265/70R18,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,RWD/4WD
1234,4841,Pickup,5272.0,N/A,N/A,1.19,RWD,P265/70R18,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/4WD
1235,4842,Compact Passenger Car,2704.0,N/A,N/A,1.3,FWD,P185/65R15,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,FWD
1236,4843,Compact Passenger Car,2704.0,N/A,N/A,1.3,FWD,P185/65R15,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,FWD
1237,4844,Sport Utility Vehicle,4208.0,N/A,N/A,1.12,RWD,P265/70R16,S,A,A,S,S,SF,A,A,S,STAPSc,SC2,False,S,A,A,A,Se,RWD/4WD
1238,4846,Heavy Passenger Car,4012.0,N/A,N/A,1.33,FWD,P225/60R17,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1239,4850,Heavy Passenger Car,3550.0,N/A,N/A,1.45,RWD,P225/55R17,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1240,4852,Pickup,4392.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,A,S,A,SF,A,A,S,STAPSx,SC2,False,S,A,A,A,Se,RWD/4WD
1241,4853,Pickup,4485.0,N/A,N/A,1.16,RWD,P265/70R16,S,A,A,S,A,SF,A,A,S,STAPSc,SC2,False,S,A,A,A,Se,RWD/AWD
1242,4854,Sport Utility Vehicle,3606.0,N/A,N/A,1.19,RWD,P225/65R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1243,4855,Medium Passenger Car,3000.0,N/A,N/A,1.32,FWD,P205/60R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
1244,4857,Medium Passenger Car,3491.0,N/A,N/A,1.41,FWD,P235/45R18,S,S,A,S,A,SF,A,A,S,ST2,SC2,False,A,A,A,A,Se,FWD/AWD
1245,4859,Heavy Passenger Car,3702.0,N/A,N/A,1.49,FWD,P245/50R17,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,AWD/FWD
1246,4860,Medium Passenger Car,3246.0,N/A,N/A,1.48,FWD,P215/60R16,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1247,4861,Medium Passenger Car,3176.0,N/A,N/A,1.47,FWD,P225/50R17,S,S,A,A,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1248,4862,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P195/65R15,A,A,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1249,4863,Compact Passenger Car,2640.0,N/A,N/A,1.44,FWD,P205/55R16,O,O,A,A,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,OnSe,FWD
1250,4864,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P205/55R16,O,O,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,OnSe,FWD
1251,4865,Compact Passenger Car,2749.0,N/A,N/A,1.43,FWD,P195/65R15,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1252,4867,Light Passenger Car,2497.0,N/A,N/A,1.35,FWD,185/55R16,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1253,4874,Sport Utility Vehicle,3446.0,N/A,N/A,1.15,FWD,P215/70R16,S,S,S,A,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,SnSe,AWD/FWD
1254,4877,Sport Utility Vehicle,3162.0,N/A,N/A,1.29,FWD,P215/55R16,S,S,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
1255,4878,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,S,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,RWD/AWD
1256,4879,Van,2801.0,N/A,N/A,1.22,FWD,P195/55R16,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
1257,4880,Van,2801.0,N/A,N/A,1.22,FWD,P195/55R16,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
1258,4883,Compact Passenger Car,2800.0,N/A,N/A,1.44,FWD,P195/65R15,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,AeAn,FWD
