,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,BuiltInChildSeat,Roll_Stability,SafetyPowerWindows,WheelsDriven
590,2746,Sport Utility Vehicle,3521.0,N/A,N/A,1.21,FWD,P225/55R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
591,2747,Van,4163.0,N/A,N/A,1.25,FWD,P215/65R16,S,S,S,S,S,SF,S,S,S,STS1,SC3,False,S,A,A,A,SnSe,AWD/RWD
592,2748,Pickup,3606.0,N/A,N/A,1.28,RWD,P215/70R15,O,S,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,RWD/AWD
593,2749,Pickup,3503.0,N/A,N/A,1.28,RWD,P215/70R15,O,S,O,S,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
594,2750,Pickup,3503.0,N/A,N/A,1.28,RWD,P215/70R15,O,S,O,S,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
595,2751,Pickup,5203.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
596,2752,Pickup,5203.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,S,A,A,SF,A,A,S,STS1,SC1,False,A,A,A,A,Se,RWD/AWD
597,2753,Pickup,5738.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
598,2754,Light Passenger Car,2377.0,N/A,N/A,1.33,FWD,P185/60R15,A,A,A,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,FWD
599,2755,Medium Passenger Car,3499.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD/AWD
600,2756,Medium Passenger Car,3376.0,N/A,N/A,1.53,RWD,P235/55R17,A,A,O,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
601,2757,Heavy Passenger Car,3534.0,N/A,N/A,1.53,RWD,P235/55R17,A,A,O,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
602,2758,Compact Passenger Car,2662.0,N/A,N/A,1.3,FWD,P205/50R16,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
603,2759,Compact Passenger Car,2684.0,N/A,N/A,1.33,FWD,P195/60R15,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
604,2760,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
605,2761,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,A,A,A,S,A,SF,A,A,S,N/A,N/A,False,A,A,A,A,Se,RWD/AWD
606,2762,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,S,Se,AWD/2WD
607,2763,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,A,S,Se,AWD/2WD
608,2764,Sport Utility Vehicle,4322.0,N/A,N/A,1.25,FWD,P245/60R18,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
609,2765,Pickup,5242.0,N/A,N/A,1.22,RWD,P235/70R17,A,A,O,S,A,SF,A,S,S,N/A,N/A,False,S,A,A,A,N/A,AWD/2WD
610,2766,Heavy Passenger Car,4157.0,N/A,N/A,1.48,RWD,P225/60R17,A,A,S,S,A,SF,A,S,S,SBS1,SB1,False,A,A,A,A,N/A,RWD
611,2767,Medium Passenger Car,3499.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD/AWD
612,2768,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
613,2769,Medium Passenger Car,3499.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD/AWD
614,2770,Medium Passenger Car,3176.0,N/A,N/A,1.47,FWD,P225/50R17,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
615,2771,Pickup,5328.0,N/A,N/A,1.21,RWD,P245/70R17,O,A,A,S,A,SF,A,S,S,N/A,OC1,False,A,A,A,A,N/A,RWD/AWD
616,2772,Pickup,4526.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
617,2773,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
618,2774,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,SeOn,RWD/AWD
619,2775,Medium Passenger Car,3052.0,N/A,N/A,1.26,FWD,P205/70R15,O,O,O,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD
620,2776,Sport Utility Vehicle,4275.0,N/A,N/A,1.14,RWD,P255/75R16,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/4WD
621,2777,Sport Utility Vehicle,3876.0,N/A,N/A,1.2,FWD,P215/55R18,S,S,S,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD/4WD
622,2778,Sport Utility Vehicle,3876.0,N/A,N/A,1.2,FWD,P215/55R18,S,S,S,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD/4WD
623,2779,Sport Utility Vehicle,4150.0,N/A,N/A,1.17,RWD,P235/65R17,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/4WD
624,2780,Sport Utility Vehicle,4636.0,N/A,N/A,1.09,RWD,P245/65R17,S,S,S,S,A,SF,S,S,S,N/A,SC3,False,S,A,A,A,SnSe,RWD/4WD
625,2781,Sport Utility Vehicle,4315.0,N/A,N/A,1.18,RWD,P225/75R16,S,S,S,S,A,SF,A,A,S,OBS1,OB1,False,S,A,A,A,Se,RWD/AWD
626,2782,Sport Utility Vehicle,4315.0,N/A,N/A,1.18,RWD,P225/75R16,S,S,S,S,A,SF,A,S,S,OBS1,OB1,False,S,A,A,A,Se,RWD/AWD
627,2785,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,O,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,N/A,FWD
628,2787,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,O,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,N/A,FWD
629,2789,Compact Passenger Car,2966.0,N/A,N/A,1.38,FWD,P205/55R16,A,A,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
630,2790,Compact Passenger Car,2704.0,N/A,N/A,1.3,FWD,P185/65R15,A,O,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
631,2791,Medium Passenger Car,3198.0,N/A,N/A,1.43,FWD,P215/60R16,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
632,2792,Medium Passenger Car,3488.0,N/A,N/A,1.42,FWD,P245/45R18,O,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
633,2793,Van,4284.0,N/A,N/A,1.36,FWD,P225/65R16,O,S,S,S,S,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD
634,2794,Pickup,5073.0,N/A,N/A,1.19,RWD,P265/70R18,O,A,O,S,A,SF,S,S,S,OTS1,OC2,False,S,S,A,A,SeOn,RWD/4WD
635,2795,Pickup,5272.0,N/A,N/A,1.19,RWD,P265/70R18,O,A,O,S,A,SF,S,S,S,OTS1,OC2,False,S,S,A,A,SnSe,RWD/4WD
636,2796,Pickup,4392.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,S,S,OTAPSx,OC2,False,S,S,A,A,Se,RWD/AWD
637,2798,Heavy Passenger Car,3616.0,N/A,N/A,1.57,2WD,225/45R18,O,S,S,A,A,SF,A,A,S,STS1,N/A,False,A,S,A,A,SnSe,2WD
638,2799,Compact Passenger Car,2704.0,N/A,N/A,1.3,FWD,P185/65R15,A,O,A,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
639,2800,Sport Utility Vehicle,5538.0,N/A,N/A,1.16,RWD,P265/70R18,S,A,S,S,S,SF,S,S,S,OTS1,SC3,False,S,S,A,A,SnSe,RWD/4WD
640,2801,Sport Utility Vehicle,4776.0,N/A,N/A,1.13,RWD,P245/75R16,S,A,S,S,S,SF,A,S,S,OTS1,OC3,False,S,S,A,A,SnSe,RWD/AWD
641,2802,Pickup,4485.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,O,S,A,SF,A,S,S,OTAPSc,OC2,False,S,S,A,A,Se,RWD/AWD
642,2804,Sport Utility Vehicle,3587.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
643,2805,Sport Utility Vehicle,3587.0,N/A,N/A,1.14,FWD,P235/60R16,A,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
644,2839,Van,4566.0,N/A,N/A,1.31,FWD,P225/70R16,S,O,O,S,S,SF,A,S,S,STS1,SC2,False,S,O,A,A,Se,FWD
645,2840,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
646,2841,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
647,2842,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
648,2843,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,A,A,O,S,S,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
649,2844,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
650,2845,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,A,A,O,S,S,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
651,2846,Heavy Passenger Car,3556.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
652,2847,Heavy Passenger Car,3766.0,N/A,N/A,1.45,FWD,P225/60R16,O,O,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
653,2848,Heavy Passenger Car,4066.0,N/A,N/A,1.4,FWD,P245/50R18,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
654,2849,Sport Utility Vehicle,5756.0,N/A,N/A,1.13,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,Se,2WD/AWD
655,2851,Sport Utility Vehicle,4441.0,N/A,N/A,1.21,RWD,P235/65R17,S,S,S,S,S,SF,S,S,S,STS1,SC2,False,S,A,A,A,Sn,RWD/AWD
656,2852,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
657,2853,Sport Utility Vehicle,4646.0,N/A,N/A,1.17,RWD,P245/70R16,S,A,S,A,S,SF,S,S,S,N/A,SC2,False,S,A,A,A,Se,RWD/AWD
658,2855,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
659,2856,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,A,A,O,S,A,SF,A,A,S,N/A,OC1,False,A,A,A,A,Se,RWD/AWD
660,2857,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,A,S,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
661,2860,Compact Passenger Car,2978.0,N/A,N/A,1.57,RWD,P225/45R17,S,S,S,A,A,SF,A,A,S,STD1,N/A,False,A,A,A,A,N/A,RWD
662,2861,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,N/A,RWD/AWD
663,2865,Compact Passenger Car,2978.0,N/A,N/A,1.57,RWD,P225/45R17,S,S,S,A,A,SF,A,A,S,STD1,N/A,False,A,A,A,A,N/A,RWD
664,2866,Heavy Passenger Car,3616.0,N/A,N/A,1.43,RWD,P225/50R17,S,S,S,A,A,SF,A,S,S,STD1/OTD2,SS2,False,S,S,A,O,N/A,RWD
665,2872,Sport Utility Vehicle,4208.0,N/A,N/A,1.12,RWD,P265/70R16,S,A,S,S,S,SF,A,S,S,OTS1,OC2,False,S,S,A,A,Se,RWD/AWD
666,2873,Medium Passenger Car,3344.0,N/A,N/A,1.57,2WD,225/45R18,O,S,O,A,A,SF,A,A,S,OTS1,OC1,False,A,S,A,A,SnSe,2WD
667,2876,Sport Utility Vehicle,3587.0,N/A,N/A,1.14,FWD,P235/60R16,A,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
668,2882,Sport Utility Vehicle,3587.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,S,SnSe,FWD/AWD
669,2894,Sport Utility Vehicle,4116.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
670,2910,Heavy Passenger Car,4216.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
671,2913,Medium Passenger Car,3430.0,N/A,N/A,1.41,FWD,P225/50R17,O,O,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
672,2914,Medium Passenger Car,3430.0,N/A,N/A,1.41,FWD,P225/50R17,O,O,S,S,S,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD
673,2915,Medium Passenger Car,3091.0,N/A,N/A,1.48,RWD,P225/40R18,S,S,S,S,A,SF,A,A,S,STD1,N/A,False,A,A,A,A,N/A,RWD
674,2916,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,S,S,S,SF,O,S,A,N/A,SC3,False,S,A,O,A,SeOn,FWD
675,2918,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
676,2919,Sport Utility Vehicle,4194.0,N/A,N/A,1.11,RWD,P225/75R16,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/4WD
677,2923,Sport Utility Vehicle,4116.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,S,S,S,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
678,2924,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,225/45R17,S,S,S,S,A,SF,A,A,S,SBS1,SB1,False,S,S,A,A,SnSe,FWD
679,2925,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
680,2926,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
681,2930,Sport Utility Vehicle,4216.0,N/A,N/A,1.18,FWD,P235/55R18,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
682,2935,Medium Passenger Car,3496.0,N/A,N/A,1.45,RWD,225/45R17,S,S,S,S,A,SF/SR,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
683,2938,Sport Utility Vehicle,3423.0,N/A,N/A,1.18,FWD,P215/70R16,S,S,S,S,S,SF,A,S,S,STAPSc,SC2,False,S,S,A,A,SeOn,FWD/AWD
684,2939,Medium Passenger Car,3198.0,N/A,N/A,1.42,FWD,P215/60R16,O,A,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
685,2940,Medium Passenger Car,3302.0,N/A,N/A,1.49,FWD,P215/60R16,O,A,O,A,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,FWD
686,2941,Pickup,4526.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
687,2942,Sport Utility Vehicle,4265.0,N/A,N/A,1.18,FWD,P245/55R19,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,S,A,A,SnSe,FWD/AWD
688,2944,Compact Passenger Car,3204.0,N/A,N/A,1.38,FWD,P215/55R17,O,O,O,A,A,SF,A,S,S,STS1,OC2,False,S,A,A,A,SnSe,FWD
689,2945,Heavy Passenger Car,4012.0,N/A,N/A,1.33,FWD,P225/60R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,RWD/AWD
690,2947,Heavy Passenger Car,3550.0,N/A,N/A,1.45,RWD,P225/55R17,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SnSe,RWD/AWD
691,2949,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,O,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
692,2951,Sport Utility Vehicle,4786.0,N/A,N/A,1.19,FWD,P235/65R17,S,S,S,S,A,SF/SR,A,S,S,STS1,SC3,False,S,A,O,S,SnSe,FWD/AWD
693,2965,Sport Utility Vehicle,3587.0,N/A,N/A,1.14,FWD,P235/60R16,A,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
694,2966,Medium Passenger Car,3246.0,N/A,N/A,1.48,FWD,P215/60R16,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
695,2968,Heavy Passenger Car,3725.0,N/A,N/A,1.43,FWD,P215/60R17,O,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
696,2970,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,A,S,S,S,SF,S,S,S,N/A,SC3,False,S,A,A,S,Se,AWD
697,2971,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,A,A,O,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
698,2972,Sport Utility Vehicle,3587.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
699,2973,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
700,2974,Pickup,4392.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
701,2975,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD/AWD
702,2976,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD/AWD
703,2977,Medium Passenger Car,3325.0,N/A,N/A,1.43,FWD,P225/50R17,A,A,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,Se,FWD/AWD
704,2978,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
705,2979,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,O,S,A,SF,A,S,S,OBS1,OB1,False,A,A,A,A,N/A,RWD
706,2991,Compact Passenger Car,2749.0,N/A,N/A,1.36,FWD,P195/65R15,O,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD
707,2999,Compact Passenger Car,2650.0,N/A,N/A,1.27,FWD,P195/60R16,O,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD
708,3000,Light Passenger Car,2317.0,N/A,N/A,1.3,FWD,P185/60R15,A,A,A,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,Se,FWD
709,3001,Sport Utility Vehicle,5880.0,N/A,N/A,1.2,RWD,P275/65R18,S,A,S,S,S,SF,A,S,S,STS1,SC1,False,S,A,A,A,SnSe,RWD/AWD
710,3011,Compact Passenger Car,2844.0,N/A,N/A,1.31,FWD,P205/55R16,O,S,O,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
711,3012,Compact Passenger Car,2844.0,N/A,N/A,1.31,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,Se,FWD/AWD
712,3013,Sport Utility Vehicle,4232.0,N/A,N/A,1.2,FWD,P225/65R17,S,S,S,S,A,SF,A,S,S,STS1,SC3,False,S,A,O,A,SnSe,FWD/AWD
713,3027,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,N/A,RWD/AWD
714,3028,Van,3278.0,N/A,N/A,1.31,FWD,P195/65R15,A,A,O,S,A,SF,S,S,S,SBS1,SB1,False,S,A,A,A,Se,FWD
715,3029,Medium Passenger Car,3326.0,N/A,N/A,1.39,FWD,P215/60R17,O,O,S,S,A,SF,A,S,A,STS1,SC2,False,A,A,A,A,SeOn,FWD/AWD
716,3030,Sport Utility Vehicle,5034.0,N/A,N/A,1.16,RWD,P245/70R17,S,S,S,S,S,SF,S,S,A,N/A,SC3,False,S,A,A,A,SnSe,RWD/AWD
717,3031,Heavy Passenger Car,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,S,S,S,A,SF,A,S,A,OTS1,OC2,False,S,A,A,A,SeOn,RWD/AWD
718,3032,Sport Utility Vehicle,4479.0,N/A,N/A,1.3,FWD,P235/65R17,S,S,S,S,A,SF,S,S,A,N/A,SC3,False,S,A,A,A,SnSe,FWD
719,3034,Sport Utility Vehicle,3710.0,N/A,N/A,1.41,RWD,P215/65R17,O,O,O,S,A,SF,A,S,S,OTS1,OC2,False,S,A,A,A,SeOn,RWD/AWD
720,3035,Sport Utility Vehicle,5034.0,N/A,N/A,1.16,RWD,P245/70R17,S,S,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,A,SnSe,RWD
721,3036,Pickup,5328.0,N/A,N/A,1.21,RWD,P245/70R17,O,A,A,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,N/A,RWD/AWD
722,3040,Medium Passenger Car,3272.0,N/A,N/A,1.37,FWD,P215/60R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SeOn,FWD
723,3041,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,S,S,S,SF,O,S,S,N/A,SC3,False,S,A,O,A,SeOn,FWD
724,3043,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
725,3044,Sport Utility Vehicle,4486.0,N/A,N/A,1.15,RWD,P245/65R17,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
726,3045,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,S,S,A,SF,A,S,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
727,3060,Medium Passenger Car,3420.0,N/A,N/A,1.42,FWD,P205/65R15,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
728,3065,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,P205/55R16,S,S,S,A,A,SF,A,A,S,SBS1,SB1,False,A,S,A,A,SnSe,FWD
729,3067,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,O,A,O,S,S,SF,A,S,S,N/A,N/A,False,S,A,A,A,Se,RWD/AWD
730,3807,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD/AWD
731,3808,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
732,3811,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,S,S,A,SF,A,S,S,N/A,SC3,False,S,A,A,A,SnSe,FWD
733,3812,Sport Utility Vehicle,4275.0,N/A,N/A,1.14,RWD,P255/75R16,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
734,3813,Sport Utility Vehicle,5034.0,N/A,N/A,1.16,RWD,P245/70R17,S,S,S,S,S,SF,A,S,S,N/A,SC3,False,S,A,A,A,SnSe,RWD/AWD
735,3814,Pickup,4526.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,RWD/AWD
736,3815,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/AWD
737,3816,Pickup,5683.0,N/A,N/A,1.18,RWD,P255/65R17,S,A,O,A,A,SF,S,S,S,STS1,SC2,False,S,A,A,A,Se,AWD/2WD
738,3817,Medium Passenger Car,3272.0,N/A,N/A,1.37,FWD,P215/60R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
739,3818,Sport Utility Vehicle,3876.0,N/A,N/A,1.2,FWD,P215/55R18,S,S,S,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD/AWD
740,3819,Sport Utility Vehicle,3876.0,N/A,N/A,1.2,FWD,P215/55R18,S,S,S,S,A,SF,A,S,S,OTS1,SC2,False,S,A,A,A,Se,FWD/AWD
741,3820,Sport Utility Vehicle,4150.0,N/A,N/A,1.17,RWD,P235/65R17,S,S,S,S,A,SF,A,S,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
